,movie_id,title,overview,genres,keywords,cast,crew,homepage,runtime,cast_ws,genres_ws,tags,crew_new,cast_new
768,38321,Priest,"['In', 'an', 'alternate', 'world,', 'humanity', 'and', 'vampires', 'have', 'warred', 'for', 'centuries.', 'After', 'the', 'last', 'Vampire', 'War,', 'the', 'veteran', 'Warrior', 'Priest', 'lives', 'in', 'obscurity', 'with', 'other', 'humans', 'inside', 'one', 'of', 'the', ""Church's"", 'walled', 'cities.', 'When', 'the', ""Priest's"", 'niece', 'is', 'kidnapped', 'by', 'vampires,', 'the', 'Priest', 'breaks', 'his', 'vows', 'to', 'hunt', 'them', 'down.', 'He', 'is', 'accompanied', 'by', 'the', ""niece's"", 'boyfriend,', 'who', 'is', 'a', 'wasteland', 'sheriff,', 'and', 'a', 'former', 'Warrior', 'Priestess.']","['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']","['vampire', 'crucifixion', 'post-apocalyptic', 'dystopia', 'vampire hunter', 'disobey', 'niece', 'dark hero']","['Paul Bettany', 'Karl Urban', 'Cam Gigandet']",['Scott Stewart'],http://www.priest-themovie.com/,87.0,"['PaulBettany', 'KarlUrban', 'CamGigandet']","['Action', 'ScienceFiction', 'Fantasy', 'Thriller', 'Horror']","in an alternate world, humanity and vampires have warred for centuries. after the last vampire war, the veteran warrior priest lives in obscurity with other humans inside one of the church's walled cities. when the priest's niece is kidnapped by vampires, the priest breaks his vows to hunt them down. he is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former warrior priestess. action sciencefiction fantasy thriller horror vampire crucifixion post-apocalyptic dystopia vampire hunter disobey niece dark hero paulbettany karlurban camgigandet scott stewart",Scott Stewart,"Paul Bettany, Karl Urban, Cam Gigandet"
776,137321,Winter's Tale,"['A', 'burglar', 'falls', 'for', 'an', 'heiress', 'as', 'she', 'dies', 'in', 'his', 'arms.', 'When', 'he', 'learns', 'that', 'he', 'has', 'the', 'gift', 'of', 'reincarnation,', 'he', 'sets', 'out', 'to', 'save', 'her.']","['Drama', 'Fantasy', 'Mystery', 'Romance']",['based on novel'],"['Colin Farrell', 'Jessica Brown Findlay', 'Russell Crowe']",['Akiva Goldsman'],http://www.winterstalemovie.com/,118.0,"['ColinFarrell', 'JessicaBrownFindlay', 'RussellCrowe']","['Drama', 'Fantasy', 'Mystery', 'Romance']","a burglar falls for an heiress as she dies in his arms. when he learns that he has the gift of reincarnation, he sets out to save her. drama fantasy mystery romance based on novel colinfarrell jessicabrownfindlay russellcrowe akiva goldsman",Akiva Goldsman,"Colin Farrell, Jessica Brown Findlay, Russell Crowe"
777,123553,The Mortal Instruments: City of Bones,"['In', 'New', 'York', 'City,', 'Clary', 'Fray,', 'a', 'seemingly', 'ordinary', 'teenager,', 'learns', 'that', 'she', 'is', 'descended', 'from', 'a', 'line', 'of', 'Shadowhunters', '—', 'half-angel', 'warriors', 'who', 'protect', 'humanity', 'from', 'evil', 'forces.', 'After', 'her', 'mother', 'disappears,', 'Clary', 'joins', 'forces', 'with', 'a', 'group', 'of', 'Shadowhunters', 'and', 'enters', 'Downworld,', 'an', 'alternate', 'realm', 'filled', 'with', 'demons,', 'vampires,', 'and', 'a', 'host', 'of', 'other', 'creatures.', 'Clary', 'and', 'her', 'companions', 'must', 'find', 'and', 'protect', 'an', 'ancient', 'cup', 'that', 'holds', 'the', 'key', 'to', 'her', ""mother's"", 'future.']","['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']","['angel', 'vampire', 'werewolf', 'warlock', 'downworlder', 'shadowhunter', 'demon hunter', 'based on young adult novel']","['Lily Collins', 'Jamie Campbell Bower', 'Kevin Zegers']",['Harald Zwart'],http://www.themortalinstrumentsmovie.com/,130.0,"['LilyCollins', 'JamieCampbellBower', 'KevinZegers']","['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']","in new york city, clary fray, a seemingly ordinary teenager, learns that she is descended from a line of shadowhunters — half-angel warriors who protect humanity from evil forces. after her mother disappears, clary joins forces with a group of shadowhunters and enters downworld, an alternate realm filled with demons, vampires, and a host of other creatures. clary and her companions must find and protect an ancient cup that holds the key to her mother's future. action adventure drama mystery romance fantasy angel vampire werewolf warlock downworlder shadowhunter demon hunter based on young adult novel lilycollins jamiecampbellbower kevinzegers harald zwart",Harald Zwart,"Lily Collins, Jamie Campbell Bower, Kevin Zegers"
778,11260,Meet Dave,"['A', 'crew', 'of', 'miniature', 'aliens', 'operate', 'a', 'spaceship', 'that', 'has', 'a', 'human', 'form.', 'While', 'trying', 'to', 'save', 'their', 'planet,', 'the', 'aliens', 'encounter', 'a', 'new', 'problem,', 'as', 'their', 'ship', 'becomes', 'smitten', 'with', 'an', 'Earth', 'woman.']","['Comedy', 'Science Fiction', 'Adventure', 'Family']","['new york', 'captain', 'starships', 'new love', 'earth', 'friendship', 'crew', 'car crash', 'space', 'alien', 'survival', 'planet', 'duringcreditsstinger']","['Eddie Murphy', 'Elizabeth Banks', 'Gabrielle Union']",['Brian Robbins'],http://www.meetdavemovie.com/,90.0,"['EddieMurphy', 'ElizabethBanks', 'GabrielleUnion']","['Comedy', 'ScienceFiction', 'Adventure', 'Family']","a crew of miniature aliens operate a spaceship that has a human form. while trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an earth woman. comedy sciencefiction adventure family new york captain starships new love earth friendship crew car crash space alien survival planet duringcreditsstinger eddiemurphy elizabethbanks gabrielleunion brian robbins",Brian Robbins,"Eddie Murphy, Elizabeth Banks, Gabrielle Union"
781,2309,Inkheart,"['The', 'adventures', 'of', 'a', 'father', 'and', 'his', 'young', 'daughter,', 'in', 'their', 'search', 'for', 'a', 'long', 'lost', 'book', 'that', 'will', 'help', 'reunite', 'a', 'missing,', 'close', 'relative.']","['Adventure', 'Family', 'Fantasy']","['book', 'fairy tale', 'eavesdropping', 'adventure', ""writer's block""]","['Brendan Fraser', 'Sienna Guillory', 'Andy Serkis']",['Iain Softley'],http://www.inkheartmovie.com/,106.0,"['BrendanFraser', 'SiennaGuillory', 'AndySerkis']","['Adventure', 'Family', 'Fantasy']","the adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative. adventure family fantasy book fairy tale eavesdropping adventure writer's block brendanfraser siennaguillory andyserkis iain softley",Iain Softley,"Brendan Fraser, Sienna Guillory, Andy Serkis"
782,8285,The Spirit,"['Down', 'these', 'mean', 'streets', 'a', 'man', 'must', 'come.', 'A', 'hero', 'born,', 'murdered,', 'and', 'born', 'again.', 'When', 'a', 'Rookie', 'cop', 'named', 'Denny', 'Colt', 'returns', 'from', 'the', 'beyond', 'as', 'The', 'Spirit,', 'a', 'hero', 'whose', 'mission', 'is', 'to', 'fight', 'against', 'the', 'bad', 'forces', 'from', 'the', 'shadows', 'of', 'Central', 'City,', 'the', 'Octopus', 'who', 'kills', 'anyone', 'unfortunate', 'enough', 'to', 'see', 'his', 'face', 'who', 'has', 'other', 'plans.', ""He's"", 'going', 'to', 'wipe', 'out', 'the', 'entire', 'city.']","['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']","['secret identity', 'robber', 'mask', 'frog', 'based on comic strip', 'back from the dead']","['Gabriel Macht', 'Scarlett Johansson', 'Samuel L. Jackson']",['Frank Miller'],http://www.mycityscreams.com/,103.0,"['GabrielMacht', 'ScarlettJohansson', 'SamuelL.Jackson']","['Action', 'Comedy', 'Thriller', 'Crime', 'ScienceFiction']","down these mean streets a man must come. a hero born, murdered, and born again. when a rookie cop named denny colt returns from the beyond as the spirit, a hero whose mission is to fight against the bad forces from the shadows of central city, the octopus who kills anyone unfortunate enough to see his face who has other plans. he's going to wipe out the entire city. action comedy thriller crime sciencefiction secret identity robber mask frog based on comic strip back from the dead gabrielmacht scarlettjohansson samuell.jackson frank miller",Frank Miller,"Gabriel Macht, Scarlett Johansson, Samuel L. Jackson"
783,210860,Mortdecai,"['Art', 'dealer,', 'Charles', 'Mortdecai,', 'searches', 'for', 'a', 'stolen', 'painting', 'rumored', 'to', 'contain', 'a', 'secret', 'code', 'that', 'gains', 'access', 'to', 'hidden', 'Nazi', 'gold.']","['Comedy', 'Adventure']","['based on novel', 'painting', 'debt', 'art dealer', 'stolen painting']","['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor']",['David Koepp'],http://mortdecaithemovie.com/,106.0,"['JohnnyDepp', 'GwynethPaltrow', 'EwanMcGregor']","['Comedy', 'Adventure']","art dealer, charles mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden nazi gold. comedy adventure based on novel painting debt art dealer stolen painting johnnydepp gwynethpaltrow ewanmcgregor david koepp",David Koepp,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor"
784,2312,In the Name of the King: A Dungeon Siege Tale,"['A', 'man', 'named', 'Farmer', 'sets', 'out', 'to', 'rescue', 'his', 'kidnapped', 'wife', 'and', 'avenge', 'the', 'death', 'of', 'his', 'son', '--', 'two', 'acts', 'committed', 'by', 'the', 'Krugs,', 'a', 'race', 'of', 'animal-warriors', 'who', 'are', 'controlled', 'by', 'the', 'evil', 'Gallian.']","['Adventure', 'Fantasy', 'Action', 'Drama']","['fictional place', 'monster', 'loss of family', 'new love', 'hero', ""love of one's life"", 'magic', 'fairy tale', 'villain', 'kingdom', 'enchantment', 'bad power', 'son', 'heir to the throne', 'motherly love', 'wizardry', 'revenge', 'royalty', 'family', 'based on video game', 'medieval']","['Jason Statham', 'John Rhys-Davies', 'Ray Liotta']",['Uwe Boll'],http://www.inthenameoftheking.com/,127.0,"['JasonStatham', 'JohnRhys-Davies', 'RayLiotta']","['Adventure', 'Fantasy', 'Action', 'Drama']","a man named farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the krugs, a race of animal-warriors who are controlled by the evil gallian. adventure fantasy action drama fictional place monster loss of family new love hero love of one's life magic fairy tale villain kingdom enchantment bad power son heir to the throne motherly love wizardry revenge royalty family based on video game medieval jasonstatham johnrhys-davies rayliotta uwe boll",Uwe Boll,"Jason Statham, John Rhys-Davies, Ray Liotta"
788,293660,Deadpool,"['Deadpool', 'tells', 'the', 'origin', 'story', 'of', 'former', 'Special', 'Forces', 'operative', 'turned', 'mercenary', 'Wade', 'Wilson,', 'who', 'after', 'being', 'subjected', 'to', 'a', 'rogue', 'experiment', 'that', 'leaves', 'him', 'with', 'accelerated', 'healing', 'powers,', 'adopts', 'the', 'alter', 'ego', 'Deadpool.', 'Armed', 'with', 'his', 'new', 'abilities', 'and', 'a', 'dark,', 'twisted', 'sense', 'of', 'humor,', 'Deadpool', 'hunts', 'down', 'the', 'man', 'who', 'nearly', 'destroyed', 'his', 'life.']","['Action', 'Adventure', 'Comedy']","['anti hero', 'mercenary', 'marvel comic', 'superhero', 'based on comic book', 'breaking the fourth wall', 'aftercreditsstinger', 'duringcreditsstinger', 'self healing']","['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein']",['Tim Miller'],http://www.foxmovies.com/movies/deadpool,108.0,"['RyanReynolds', 'MorenaBaccarin', 'EdSkrein']","['Action', 'Adventure', 'Comedy']","deadpool tells the origin story of former special forces operative turned mercenary wade wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego deadpool. armed with his new abilities and a dark, twisted sense of humor, deadpool hunts down the man who nearly destroyed his life. action adventure comedy anti hero mercenary marvel comic superhero based on comic book breaking the fourth wall aftercreditsstinger duringcreditsstinger self healing ryanreynolds morenabaccarin edskrein tim miller",Tim Miller,"Ryan Reynolds, Morena Baccarin, Ed Skrein"
790,190859,American Sniper,"['U.S.', 'Navy', 'SEAL', 'Chris', 'Kyle', 'takes', 'his', 'sole', 'mission—protect', 'his', 'comrades—to', 'heart', 'and', 'becomes', 'one', 'of', 'the', 'most', 'lethal', 'snipers', 'in', 'American', 'history.', 'His', 'pinpoint', 'accuracy', 'not', 'only', 'saves', 'countless', 'lives', 'but', 'also', 'makes', 'him', 'a', 'prime', 'target', 'of', 'insurgents.', 'Despite', 'grave', 'danger', 'and', 'his', 'struggle', 'to', 'be', 'a', 'good', 'husband', 'and', 'father', 'to', 'his', 'family', 'back', 'in', 'the', 'States,', 'Kyle', 'serves', 'four', 'tours', 'of', 'duty', 'in', 'Iraq.', 'However,', 'when', 'he', 'finally', 'returns', 'home,', 'he', 'finds', 'that', 'he', 'cannot', 'leave', 'the', 'war', 'behind.']","['War', 'Action']","['sniper', 'biography', 'iraq', 'navy seal', 'u.s. soldier']","['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner']",['Clint Eastwood'],http://www.americansnipermovie.com,133.0,"['BradleyCooper', 'SiennaMiller', 'KyleGallner']","['War', 'Action']","u.s. navy seal chris kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in american history. his pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. despite grave danger and his struggle to be a good husband and father to his family back in the states, kyle serves four tours of duty in iraq. however, when he finally returns home, he finds that he cannot leave the war behind. war action sniper biography iraq navy seal u.s. soldier bradleycooper siennamiller kylegallner clint eastwood",Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner"
791,257445,Goosebumps,"['A', 'teenager', 'teams', 'up', 'with', 'the', 'daughter', 'of', 'young', 'adult', 'horror', 'author', 'R.L.', 'Stine', 'after', 'the', ""writer's"", 'imaginary', 'demons', 'are', 'set', 'free', 'on', 'the', 'town', 'of', 'Madison,', 'Delaware.']","['Adventure', 'Horror', 'Comedy']","['based on novel', 'magic', 'fantasy', 'werewolf', 'family', 'ventriloquist dummy', 'book comes to life', '3d']","['Jack Black', 'Dylan Minnette', 'Odeya Rush']",['Rob Letterman'],http://www.goosebumps-movie.com/,103.0,"['JackBlack', 'DylanMinnette', 'OdeyaRush']","['Adventure', 'Horror', 'Comedy']","a teenager teams up with the daughter of young adult horror author r.l. stine after the writer's imaginary demons are set free on the town of madison, delaware. adventure horror comedy based on novel magic fantasy werewolf family ventriloquist dummy book comes to life 3d jackblack dylanminnette odeyarush rob letterman",Rob Letterman,"Jack Black, Dylan Minnette, Odeya Rush"
793,889,The Flintstones in Viva Rock Vegas,"['The', 'Flintstones', 'are', 'at', 'it', 'again.', 'The', 'Flintstones', 'and', 'the', 'Rubbles', 'head', 'for', 'Rock', 'Vegas', 'with', 'Fred', 'hoping', 'to', 'court', 'the', 'lovely', 'Wilma.', 'Nothing', 'will', 'stand', 'in', 'the', 'way', 'of', 'love,', 'except', 'for', 'the', 'conniving', 'Chip', 'Rockefeller', 'who', 'is', 'the', 'playboy', 'born', 'in', 'Baysville', 'but', 'who', 'has', 'made', 'it', 'in', 'the', 'cutthroat', 'town', 'of', 'Rock', 'Vegas.', 'Will', 'Fred', 'win', ""Wilma's"", 'love?']","['Science Fiction', 'Comedy', 'Family', 'Romance']","['waitress', 'marriage proposal', 'flirt', 'stone age', 'best friend', 'dinosaur']","['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston']",['Brian Levant'],http://www.vivarockvegas.com/,90.0,"['MarkAddy', 'StephenBaldwin', 'KristenJohnston']","['ScienceFiction', 'Comedy', 'Family', 'Romance']","the flintstones are at it again. the flintstones and the rubbles head for rock vegas with fred hoping to court the lovely wilma. nothing will stand in the way of love, except for the conniving chip rockefeller who is the playboy born in baysville but who has made it in the cutthroat town of rock vegas. will fred win wilma's love? sciencefiction comedy family romance waitress marriage proposal flirt stone age best friend dinosaur markaddy stephenbaldwin kristenjohnston brian levant",Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston"
795,4942,Leatherheads,"['A', 'light', 'hearted', 'comedy', 'about', 'the', 'beginnings', 'of', 'Professional', 'American', 'Football.', 'When', 'a', 'decorated', 'war', 'hero', 'and', 'college', 'all', 'star', 'is', 'tempted', 'into', 'playing', 'professional', 'football.', 'Everyone', 'see', 'the', 'chance', 'to', 'make', 'some', 'big', 'money,', 'but', 'when', 'a', 'reporter', 'digs', 'up', 'some', 'dirt', 'on', 'the', 'war', 'hero...', 'everyone', 'could', 'lose', 'out.']","['Comedy', 'Romance', 'Drama']","['american football', 'sports team', 'stadium', 'hero', 'success', 'sponsorship', 'police', 'games', 'coach', 'woman reporter', 'the big game']","['George Clooney', 'Renée Zellweger', 'John Krasinski']",['George Clooney'],http://www.leatherheadsmovie.com/,114.0,"['GeorgeClooney', 'RenéeZellweger', 'JohnKrasinski']","['Comedy', 'Romance', 'Drama']","a light hearted comedy about the beginnings of professional american football. when a decorated war hero and college all star is tempted into playing professional football. everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out. comedy romance drama american football sports team stadium hero success sponsorship police games coach woman reporter the big game georgeclooney renéezellweger johnkrasinski george clooney",George Clooney,"George Clooney, Renée Zellweger, John Krasinski"
798,116741,The Internship,"['Two', 'recently', 'laid-off', 'men', 'in', 'their', '40s', 'try', 'to', 'make', 'it', 'as', 'interns', 'at', 'a', 'successful', 'Internet', 'company', 'where', 'their', 'managers', 'are', 'in', 'their', '20s.']",['Comedy'],"['job interview', 'loss of job', 'intern', 'reference to google', 'new job', 'laid off', 'transamerica pyramid']","['Owen Wilson', 'Vince Vaughn', 'Rose Byrne']",['Shawn Levy'],http://www.theinternshipmovie.com/,119.0,"['OwenWilson', 'VinceVaughn', 'RoseByrne']",['Comedy'],two recently laid-off men in their 40s try to make it as interns at a successful internet company where their managers are in their 20s. comedy job interview loss of job intern reference to google new job laid off transamerica pyramid owenwilson vincevaughn rosebyrne shawn levy,Shawn Levy,"Owen Wilson, Vince Vaughn, Rose Byrne"
799,35791,Resident Evil: Afterlife,"['In', 'a', 'world', 'ravaged', 'by', 'a', 'virus', 'infection,', 'turning', 'its', 'victims', 'into', 'the', 'Undead,', 'Alice', 'continues', 'on', 'her', 'journey', 'to', 'find', 'survivors', 'and', 'lead', 'them', 'to', 'safety.', 'Her', 'deadly', 'battle', 'with', 'the', 'Umbrella', 'Corporation', 'reaches', 'new', 'heights,', 'but', 'Alice', 'gets', 'some', 'unexpected', 'help', 'from', 'an', 'old', 'friend.', 'A', 'new', 'lead', 'that', 'promises', 'a', 'safe', 'haven', 'from', 'the', 'Undead', 'takes', 'them', 'to', 'Los', 'Angeles,', 'but', 'when', 'they', 'arrive', 'the', 'city', 'is', 'overrun', 'by', 'thousands', 'of', 'Undead', '-', 'and', 'Alice', 'and', 'her', 'comrades', 'are', 'about', 'to', 'step', 'into', 'a', 'deadly', 'trap.']","['Action', 'Adventure', 'Horror', 'Science Fiction']","['post-apocalyptic', 'dystopia', 'undead', 'biohazard', 'evil corporation', 'resident evil', 'zombie', 'based on video game', 'duringcreditsstinger', '3d']","['Milla Jovovich', 'Wentworth Miller', 'Ali Larter']",['Paul W.S. Anderson'],http://www.sonypictures.com/movies/residentevilafterlife/site/,97.0,"['MillaJovovich', 'WentworthMiller', 'AliLarter']","['Action', 'Adventure', 'Horror', 'ScienceFiction']","in a world ravaged by a virus infection, turning its victims into the undead, alice continues on her journey to find survivors and lead them to safety. her deadly battle with the umbrella corporation reaches new heights, but alice gets some unexpected help from an old friend. a new lead that promises a safe haven from the undead takes them to los angeles, but when they arrive the city is overrun by thousands of undead - and alice and her comrades are about to step into a deadly trap. action adventure horror sciencefiction post-apocalyptic dystopia undead biohazard evil corporation resident evil zombie based on video game duringcreditsstinger 3d millajovovich wentworthmiller alilarter paul w.s. anderson",Paul W.S. Anderson,"Milla Jovovich, Wentworth Miller, Ali Larter"
800,72431,Red Tails,"['The', 'story', 'of', 'the', 'Tuskegee', 'Airmen,', 'the', 'first', 'African-American', 'pilots', 'to', 'fly', 'in', 'a', 'combat', 'squadron', 'during', 'World', 'War', 'II.']","['Drama', 'Action', 'Adventure', 'History', 'War']","['world war ii', 'fighter pilot', 'fighter plane']","['Bryan Cranston', 'David Oyelowo', 'Cuba Gooding Jr.']",['Anthony Hemingway'],http://www.redtails2012.com/,125.0,"['BryanCranston', 'DavidOyelowo', 'CubaGoodingJr.']","['Drama', 'Action', 'Adventure', 'History', 'War']","the story of the tuskegee airmen, the first african-american pilots to fly in a combat squadron during world war ii. drama action adventure history war world war ii fighter pilot fighter plane bryancranston davidoyelowo cubagoodingjr. anthony hemingway",Anthony Hemingway,"Bryan Cranston, David Oyelowo, Cuba Gooding Jr."
802,87428,That's My Boy,"['While', 'in', 'his', 'teens,', 'Donny', 'fathered', 'a', 'son,', 'Todd,', 'and', 'raised', 'him', 'as', 'a', 'single', 'parent', 'up', 'until', ""Todd's"", '18th', 'birthday.', 'Now,', 'after', 'not', 'seeing', 'each', 'other', 'for', 'years,', ""Todd's"", 'world', 'comes', 'crashing', 'down', 'when', 'Donny', 'resurfaces', 'just', 'before', ""Todd's"", 'wedding.']",['Comedy'],"['deadbeat dad', 'cheating fiancée', 'teacher student sex', 'brother sister incest']","['Adam Sandler', 'Susan Sarandon', 'Eva Amurri Martino']",['Sean Anders'],http://www.sonypictures.com/movies/thatsmyboy/,116.0,"['AdamSandler', 'SusanSarandon', 'EvaAmurriMartino']",['Comedy'],"while in his teens, donny fathered a son, todd, and raised him as a single parent up until todd's 18th birthday. now, after not seeing each other for years, todd's world comes crashing down when donny resurfaces just before todd's wedding. comedy deadbeat dad cheating fiancée teacher student sex brother sister incest adamsandler susansarandon evaamurrimartino sean anders",Sean Anders,"Adam Sandler, Susan Sarandon, Eva Amurri Martino"
804,10589,After the Sunset,"['Two', 'master', 'thieves', '(Brosnan', 'and', 'Hayek)', 'are', 'finally', 'retiring', 'after', 'one', 'last', 'succesful', 'mission.', 'Residing', 'in', 'their', 'own', 'tropical', 'paradise,', 'their', 'old', 'nemesis,', 'FBI', 'Agent', 'Stan', 'P.', 'Lloyd', 'shows', 'up', 'to', 'make', 'sure', 'they', 'really', 'are', 'retired.', 'Docked', 'in', 'the', 'port', 'is', 'an', 'ocean', 'liner', 'called', 'the', '""Diamond', 'Cruise""', 'and', 'Stan', 'is', 'convinced', 'that', ""they're"", 'not', 'really', 'retired', 'at', 'all,', 'and', 'that', 'this', 'is', 'the', 'next', 'set', 'up.']","['Action', 'Comedy', 'Crime', 'Drama']","['bahamas', 'master thief', 'crook couple']","['Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson']",['Brett Ratner'],http://www.afterthesunset.com/,97.0,"['PierceBrosnan', 'SalmaHayek', 'WoodyHarrelson']","['Action', 'Comedy', 'Crime', 'Drama']","two master thieves (brosnan and hayek) are finally retiring after one last succesful mission. residing in their own tropical paradise, their old nemesis, fbi agent stan p. lloyd shows up to make sure they really are retired. docked in the port is an ocean liner called the ""diamond cruise"" and stan is convinced that they're not really retired at all, and that this is the next set up. action comedy crime drama bahamas master thief crook couple piercebrosnan salmahayek woodyharrelson brett ratner",Brett Ratner,"Pierce Brosnan, Salma Hayek, Woody Harrelson"
805,71676,Ghost Rider: Spirit of Vengeance,"['When', 'the', 'devil', 'resurfaces', 'with', 'aims', 'to', 'take', 'over', 'the', 'world', 'in', 'human', 'form,', 'Johnny', 'Blaze', 'reluctantly', 'comes', 'out', 'of', 'hiding', 'to', 'transform', 'into', 'the', 'flame-spewing', 'supernatural', 'hero', 'Ghost', 'Rider', '--', 'and', 'rescue', 'a', '10-year-old', 'boy', 'from', 'an', 'unsavory', 'end.']","['Action', 'Fantasy', 'Thriller']","['monk', 'eastern europe', 'skeleton', 'biker', 'marvel comic', 'superhero', 'motorcycle', 'devil', 'dark hero', 'ghost rider']","['Nicolas Cage', 'Ciarán Hinds', 'Violante Placido']","['Brian Taylor', 'Mark Neveldine']",http://www.thespiritofvengeance.com/,95.0,"['NicolasCage', 'CiaránHinds', 'ViolantePlacido']","['Action', 'Fantasy', 'Thriller']","when the devil resurfaces with aims to take over the world in human form, johnny blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero ghost rider -- and rescue a 10-year-old boy from an unsavory end. action fantasy thriller monk eastern europe skeleton biker marvel comic superhero motorcycle devil dark hero ghost rider nicolascage ciaránhinds violanteplacido brian taylor mark neveldine","Brian Taylor, Mark Neveldine","Nicolas Cage, Ciarán Hinds, Violante Placido"
807,10022,The Pacifier,"['Disgraced', 'Navy', 'SEAL', 'Shane', 'Wolfe', 'is', 'handed', 'a', 'new', 'assignment:', 'Protect', 'the', 'five', 'Plummer', 'kids', 'from', 'enemies', 'of', 'their', 'recently', 'deceased', 'father', '--', 'a', 'government', 'scientist', 'whose', 'top-secret', 'experiment', 'remains', 'hidden', 'in', 'the', ""kids'"", 'house.']","['Action', 'Comedy', 'Drama', 'Family', 'Thriller']","['bodybuilder', 'children', 'body guard', 'scientist', 'family', 'u.s. soldier', 'death of husband', 'male nanny']","['Vin Diesel', 'Lauren Graham', 'Faith Ford']",['Adam Shankman'],http://movies.disney.com/the-pacifier,95.0,"['VinDiesel', 'LaurenGraham', 'FaithFord']","['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",disgraced navy seal shane wolfe is handed a new assignment: protect the five plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house. action comedy drama family thriller bodybuilder children body guard scientist family u.s. soldier death of husband male nanny vindiesel laurengraham faithford adam shankman,Adam Shankman,"Vin Diesel, Lauren Graham, Faith Ford"
810,6477,Alvin and the Chipmunks,"['A', 'struggling', 'songwriter', 'named', 'Dave', 'Seville', 'finds', 'success', 'when', 'he', 'comes', 'across', 'a', 'trio', 'of', 'singing', 'chipmunks:', 'mischievous', 'leader', 'Alvin,', 'brainy', 'Simon,', 'and', 'chubby,', 'impressionable', 'Theodore.']","['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']","['pop', 'pop star', 'record producer', 'surprise', 'approach', 'forest', 'music', 'concert', 'friendship', 'performance', 'chipmunk', 'talking animal', 'songwriter', 'talking to animals', 'duringcreditsstinger']","['Jason Lee', 'David Cross', 'Cameron Richardson']",['Tim Hill'],http://www.chipmunks.com,92.0,"['JasonLee', 'DavidCross', 'CameronRichardson']","['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']","a struggling songwriter named dave seville finds success when he comes across a trio of singing chipmunks: mischievous leader alvin, brainy simon, and chubby, impressionable theodore. comedy music family fantasy animation pop pop star record producer surprise approach forest music concert friendship performance chipmunk talking animal songwriter talking to animals duringcreditsstinger jasonlee davidcross cameronrichardson tim hill",Tim Hill,"Jason Lee, David Cross, Cameron Richardson"
818,109424,Captain Phillips,"['The', 'true', 'story', 'of', 'Captain', 'Richard', 'Phillips', 'and', 'the', '2009', 'hijacking', 'by', 'Somali', 'pirates', 'of', 'the', 'US-flagged', 'MV', 'Maersk', 'Alabama,', 'the', 'first', 'American', 'cargo', 'ship', 'to', 'be', 'hijacked', 'in', 'two', 'hundred', 'years.']","['Action', 'Drama', 'Thriller']","['ship', 'hijacking', 'somalia', 'fisherman', 'blood', 'poverty', 'pirate', 'terrorism', 'commando', 'hijack', 'cargo ship', 'ship captain', 'ship hijacking', 'somali', 'commando unit']","['Tom Hanks', 'Catherine Keener', 'Max Martini']",['Paul Greengrass'],http://www.captainphillipsmovie.com,134.0,"['TomHanks', 'CatherineKeener', 'MaxMartini']","['Action', 'Drama', 'Thriller']","the true story of captain richard phillips and the 2009 hijacking by somali pirates of the us-flagged mv maersk alabama, the first american cargo ship to be hijacked in two hundred years. action drama thriller ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargo ship ship captain ship hijacking somali commando unit tomhanks catherinekeener maxmartini paul greengrass",Paul Greengrass,"Tom Hanks, Catherine Keener, Max Martini"
